,time,inidate,number,hDate,experiment,t2m,days,day_month,base_date,forecast_date,bias,adjusted_t2m
20873,8 days,2021-06-24,9,2014,1,25.108166216969845,8,06-24,2014-06-24,2014-07-02,-1.4458919071683844,26.55405812413823
20874,8 days,2021-06-24,9,2015,1,29.374752008846013,8,06-24,2015-06-24,2015-07-02,-1.4458919071683844,30.820643916014397
20875,8 days,2021-06-24,9,2016,1,24.377610661540906,8,06-24,2016-06-24,2016-07-02,-1.4458919071683844,25.82350256870929
20876,8 days,2021-06-24,9,2017,1,27.277395054903586,8,06-24,2017-06-24,2017-07-02,-1.4458919071683844,28.72328696207197
20877,8 days,2021-06-24,9,2018,1,21.467889714591706,8,06-24,2018-06-24,2018-07-02,-1.4458919071683844,22.91378162176009
20878,8 days,2021-06-24,9,2019,1,20.249927701548838,8,06-24,2019-06-24,2019-07-02,-1.4458919071683844,21.695819608717223
20879,8 days,2021-06-24,9,2020,1,20.095849440308626,8,06-24,2020-06-24,2020-07-02,-1.4458919071683844,21.54174134747701
20880,8 days,2021-06-24,10,2001,1,25.83783834632902,8,06-24,2001-06-24,2001-07-02,-1.4458919071683844,27.283730253497403
20881,8 days,2021-06-24,10,2002,1,15.427625128123474,8,06-24,2002-06-24,2002-07-02,-1.4458919071683844,16.873517035291858
20882,8 days,2021-06-24,10,2003,1,15.314610261540615,8,06-24,2003-06-24,2003-07-02,-1.4458919071683844,16.760502168709
20883,8 days,2021-06-24,10,2004,1,24.734731670847697,8,06-24,2004-06-24,2004-07-02,-1.4458919071683844,26.180623578016082
20884,8 days,2021-06-24,10,2005,1,18.307391166333154,8,06-24,2005-06-24,2005-07-02,-1.4458919071683844,19.75328307350154
20885,8 days,2021-06-24,10,2006,1,23.193206900959073,8,06-24,2006-06-24,2006-07-02,-1.4458919071683844,24.639098808127457
20886,8 days,2021-06-24,10,2007,1,20.556950095966712,8,06-24,2007-06-24,2007-07-02,-1.4458919071683844,22.002842003135097
20887,8 days,2021-06-24,10,2008,1,23.215083634375944,8,06-24,2008-06-24,2008-07-02,-1.4458919071683844,24.660975541544328
20888,8 days,2021-06-24,10,2009,1,19.496739327327994,8,06-24,2009-06-24,2009-07-02,-1.4458919071683844,20.94263123449638
20889,8 days,2021-06-24,10,2010,1,14.42329503779426,8,06-24,2010-06-24,2010-07-02,-1.4458919071683844,15.869186944962644
20890,8 days,2021-06-24,10,2011,1,19.03932956211905,8,06-24,2011-06-24,2011-07-02,-1.4458919071683844,20.485221469287435
20891,8 days,2021-06-24,10,2012,1,18.0361634453277,8,06-24,2012-06-24,2012-07-02,-1.4458919071683844,19.482055352496083
20892,8 days,2021-06-24,10,2013,1,20.281384832546635,8,06-24,2013-06-24,2013-07-02,-1.4458919071683844,21.72727673971502
20893,8 days,2021-06-24,10,2014,1,22.933937267069165,8,06-24,2014-06-24,2014-07-02,-1.4458919071683844,24.37982917423755
20894,8 days,2021-06-24,10,2015,1,28.143234180908266,8,06-24,2015-06-24,2015-07-02,-1.4458919071683844,29.58912608807665
20895,8 days,2021-06-24,10,2016,1,26.974742038074016,8,06-24,2016-06-24,2016-07-02,-1.4458919071683844,28.4206339452424
20896,8 days,2021-06-24,10,2017,1,23.61513437539738,8,06-24,2017-06-24,2017-07-02,-1.4458919071683844,25.061026282565763
20897,8 days,2021-06-24,10,2018,1,22.276234516920706,8,06-24,2018-06-24,2018-07-02,-1.4458919071683844,23.72212642408909
20898,8 days,2021-06-24,10,2019,1,23.09524609213265,8,06-24,2019-06-24,2019-07-02,-1.4458919071683844,24.541137999301036
20899,8 days,2021-06-24,10,2020,1,15.106676834916627,8,06-24,2020-06-24,2020-07-02,-1.4458919071683844,16.55256874208501
20900,8 days,2021-06-28,0,2001,1,27.178658597627148,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,28.499337192156347
20901,8 days,2021-06-28,0,2002,1,18.18865443349715,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,19.509333028026347
20902,8 days,2021-06-28,0,2003,1,22.123156495040767,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,23.443835089569966
20903,8 days,2021-06-28,0,2004,1,24.30406004712061,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,25.62473864164981
20904,8 days,2021-06-28,0,2005,1,21.204595377241205,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,22.525273971770403
20905,8 days,2021-06-28,0,2006,1,26.312759508947426,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,27.633438103476625
20906,8 days,2021-06-28,0,2007,1,23.665728952612817,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,24.986407547142015
20907,8 days,2021-06-28,0,2008,1,21.79063511005284,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,23.111313704582038
20908,8 days,2021-06-28,0,2009,1,22.988138000147174,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,24.308816594676372
20909,8 days,2021-06-28,0,2010,1,18.36463060988525,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,19.685309204414448
20910,8 days,2021-06-28,0,2011,1,22.85330590778728,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,24.17398450231648
20911,8 days,2021-06-28,0,2012,1,21.046589302912768,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,22.367267897441966
20912,8 days,2021-06-28,0,2013,1,27.625567222763102,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,28.9462458172923
20913,8 days,2021-06-28,0,2014,1,24.815105038535833,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,26.13578363306503
20914,8 days,2021-06-28,0,2015,1,26.676974775656955,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,27.997653370186153
20915,8 days,2021-06-28,0,2016,1,22.137550746660246,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,23.458229341189444
20916,8 days,2021-06-28,0,2017,1,25.064856751215995,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,26.385535345745193
20917,8 days,2021-06-28,0,2018,1,21.91183245561236,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,23.232511050141557
20918,8 days,2021-06-28,0,2019,1,25.8269398893112,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,27.147618483840397
20919,8 days,2021-06-28,0,2020,1,21.40227558488337,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,22.722954179412568
20920,8 days,2021-06-28,1,2001,1,22.135545726081528,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,23.456224320610726
20921,8 days,2021-06-28,1,2002,1,23.172245326044564,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,24.492923920573762
20922,8 days,2021-06-28,1,2003,1,27.11519640199286,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,28.43587499652206
20923,8 days,2021-06-28,1,2004,1,24.39069349269123,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,25.71137208722043
20924,8 days,2021-06-28,1,2005,1,17.0623474999791,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,18.3830260945083
20925,8 days,2021-06-28,1,2006,1,23.738888353912092,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,25.05956694844129
20926,8 days,2021-06-28,1,2007,1,22.14622200394504,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,23.46690059847424
20927,8 days,2021-06-28,1,2008,1,21.02186051806828,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,22.34253911259748
20928,8 days,2021-06-28,1,2009,1,16.25929851155706,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,17.579977106086258
20929,8 days,2021-06-28,1,2010,1,22.241954059007387,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,23.562632653536586
20930,8 days,2021-06-28,1,2011,1,28.41984203412291,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,29.74052062865211
20931,8 days,2021-06-28,1,2012,1,17.125481742812376,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,18.446160337341574
20932,8 days,2021-06-28,1,2013,1,26.134363042319638,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,27.455041636848836
20933,8 days,2021-06-28,1,2014,1,26.392873356605538,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,27.713551951134736
20934,8 days,2021-06-28,1,2015,1,27.931857971154034,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,29.252536565683233
20935,8 days,2021-06-28,1,2016,1,16.87490728140632,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,18.195585875935517
20936,8 days,2021-06-28,1,2017,1,18.81403125364414,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,20.134709848173337
20937,8 days,2021-06-28,1,2018,1,24.230633272406543,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,25.55131186693574
20938,8 days,2021-06-28,1,2019,1,21.835445871573867,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,23.156124466103066
20939,8 days,2021-06-28,1,2020,1,19.124232810865575,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,20.444911405394773
20940,8 days,2021-06-28,2,2001,1,23.41612262904943,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,24.736801223578627
20941,8 days,2021-06-28,2,2002,1,16.517706223137655,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,17.838384817666853
20942,8 days,2021-06-28,2,2003,1,26.419701165788688,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,27.740379760317886
20943,8 days,2021-06-28,2,2004,1,23.496128487643244,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,24.816807082172442
20944,8 days,2021-06-28,2,2005,1,16.78490791931524,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,18.10558651384444
20945,8 days,2021-06-28,2,2006,1,25.291795222819374,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,26.612473817348572
20946,8 days,2021-06-28,2,2007,1,28.229060698364467,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,29.549739292893666
20947,8 days,2021-06-28,2,2008,1,33.317960869386894,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,34.63863946391609
20948,8 days,2021-06-28,2,2009,1,26.22003630125407,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,27.540714895783267
20949,8 days,2021-06-28,2,2010,1,26.34808634298555,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,27.668764937514748
20950,8 days,2021-06-28,2,2011,1,22.658280392587276,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,23.978958987116474
20951,8 days,2021-06-28,2,2012,1,21.92923407174651,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,23.24991266627571
20952,8 days,2021-06-28,2,2013,1,26.917794393486275,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,28.238472988015474
20953,8 days,2021-06-28,2,2014,1,19.80089951789336,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,21.121578112422558
20954,8 days,2021-06-28,2,2015,1,24.16417656742494,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,25.484855161954137
20955,8 days,2021-06-28,2,2016,1,28.080775537641983,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,29.40145413217118
20956,8 days,2021-06-28,2,2017,1,25.843441466177943,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,27.16412006070714
20957,8 days,2021-06-28,2,2018,1,23.291639430455287,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,24.612318024984486
20958,8 days,2021-06-28,2,2019,1,23.502182047256575,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,24.822860641785773
20959,8 days,2021-06-28,2,2020,1,24.605730107985124,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,25.926408702514323
20960,8 days,2021-06-28,3,2001,1,28.55120894149153,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,29.87188753602073
20961,8 days,2021-06-28,3,2002,1,13.16307159742597,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,14.483750191955169
20962,8 days,2021-06-28,3,2003,1,23.49288624215543,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,24.813564836684627
20963,8 days,2021-06-28,3,2004,1,22.705052302179094,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,24.025730896708293
20964,8 days,2021-06-28,3,2005,1,19.173429875310187,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,20.494108469839386
20965,8 days,2021-06-28,3,2006,1,24.718094994330205,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,26.038773588859403
20966,8 days,2021-06-28,3,2007,1,30.188958920172105,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,31.509637514701303
20967,8 days,2021-06-28,3,2008,1,23.479273661416293,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,24.79995225594549
20968,8 days,2021-06-28,3,2009,1,15.328393493791754,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,16.649072088320953
20969,8 days,2021-06-28,3,2010,1,23.4677765619103,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,24.788455156439497
20970,8 days,2021-06-28,3,2011,1,25.67176288864462,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,26.992441483173817
20971,8 days,2021-06-28,3,2012,1,17.616952432258085,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,18.937631026787283
20972,8 days,2021-06-28,3,2013,1,28.464541369067454,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,29.785219963596653
20973,8 days,2021-06-28,3,2014,1,27.683447494078166,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,29.004126088607364
20974,8 days,2021-06-28,3,2015,1,22.174756749043812,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,23.49543534357301
20975,8 days,2021-06-28,3,2016,1,22.37307285437953,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,23.693751448908728
20976,8 days,2021-06-28,3,2017,1,25.997095546643784,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,27.317774141172983
20977,8 days,2021-06-28,3,2018,1,25.73787634093937,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,27.058554935468567
20978,8 days,2021-06-28,3,2019,1,24.21396872756035,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,25.534647322089548
20979,8 days,2021-06-28,3,2020,1,20.729636820321012,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,22.05031541485021
20980,8 days,2021-06-28,4,2001,1,27.152614675867802,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,28.473293270397
20981,8 days,2021-06-28,4,2002,1,18.979732757217185,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,20.300411351746384
20982,8 days,2021-06-28,4,2003,1,22.858708248148663,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,24.17938684267786
20983,8 days,2021-06-28,4,2004,1,20.99742615017447,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,22.318104744703668
20984,8 days,2021-06-28,4,2005,1,20.19209938169453,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,21.512777976223727
20985,8 days,2021-06-28,4,2006,1,22.96479571443246,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,24.285474308961657
20986,8 days,2021-06-28,4,2007,1,28.00366494084166,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,29.324343535370858
20987,8 days,2021-06-28,4,2008,1,20.90747715668418,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,22.22815575121338
20988,8 days,2021-06-28,4,2009,1,22.633230408461603,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,23.9539090029908
20989,8 days,2021-06-28,4,2010,1,23.057813461563406,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,24.378492056092604
20990,8 days,2021-06-28,4,2011,1,19.73782683668328,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,21.058505431212478
20991,8 days,2021-06-28,4,2012,1,18.84294283049696,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,20.163621425026157
20992,8 days,2021-06-28,4,2013,1,26.686193970547766,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,28.006872565076964
20993,8 days,2021-06-28,4,2014,1,21.855141859986055,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,23.175820454515254
20994,8 days,2021-06-28,4,2015,1,29.876774332482572,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,31.19745292701177
20995,8 days,2021-06-28,4,2016,1,21.70924081303424,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,23.029919407563437
20996,8 days,2021-06-28,4,2017,1,25.96255201402127,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,27.28323060855047
20997,8 days,2021-06-28,4,2018,1,23.33141756655238,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,24.652096161081577
20998,8 days,2021-06-28,4,2019,1,20.20728458208051,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,21.52796317660971
20999,8 days,2021-06-28,4,2020,1,17.245519446010963,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,18.56619804054016
21000,8 days,2021-06-28,5,2001,1,26.63477136014978,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,27.95544995467898
21001,8 days,2021-06-28,5,2002,1,15.062755089742357,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,16.383433684271555
21002,8 days,2021-06-28,5,2003,1,20.39891099102997,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,21.71958958555917
21003,8 days,2021-06-28,5,2004,1,22.374639877515182,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,23.69531847204438
21004,8 days,2021-06-28,5,2005,1,17.92826582970434,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,19.24894442423354
21005,8 days,2021-06-28,5,2006,1,22.02138809064911,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,23.34206668517831
21006,8 days,2021-06-28,5,2007,1,24.12243032488961,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,25.44310891941881
21007,8 days,2021-06-28,5,2008,1,19.641531399493587,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,20.962209994022786
21008,8 days,2021-06-28,5,2009,1,27.058628732299475,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,28.379307326828673
21009,8 days,2021-06-28,5,2010,1,20.085508229402844,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,21.406186823932043
21010,8 days,2021-06-28,5,2011,1,21.850884780467524,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,23.171563374996722
21011,8 days,2021-06-28,5,2012,1,19.472294766346653,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,20.792973360875852
21012,8 days,2021-06-28,5,2013,1,20.76104817217595,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,22.08172676670515
21013,8 days,2021-06-28,5,2014,1,25.415679594715247,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,26.736358189244445
21014,8 days,2021-06-28,5,2015,1,21.153596795176018,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,22.474275389705216
21015,8 days,2021-06-28,5,2016,1,21.620036155533384,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,22.940714750062583
21016,8 days,2021-06-28,5,2017,1,20.91486455146655,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,22.23554314599575
21017,8 days,2021-06-28,5,2018,1,21.666962901935037,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,22.987641496464235
21018,8 days,2021-06-28,5,2019,1,26.864543589430017,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,28.185222183959215
21019,8 days,2021-06-28,5,2020,1,20.628200054843386,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,21.948878649372585
21020,8 days,2021-06-28,6,2001,1,26.574827128699802,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,27.895505723229
21021,8 days,2021-06-28,6,2002,1,17.365545956187148,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,18.686224550716346
21022,8 days,2021-06-28,6,2003,1,20.173080571137394,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,21.493759165666592
21023,8 days,2021-06-28,6,2004,1,19.680787194545456,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,21.001465789074654
21024,8 days,2021-06-28,6,2005,1,22.97452431639965,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,24.295202910928847
21025,8 days,2021-06-28,6,2006,1,24.279733330657038,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,25.600411925186236
21026,8 days,2021-06-28,6,2007,1,29.46470134741375,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,30.78537994194295
21027,8 days,2021-06-28,6,2008,1,25.806747007751376,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,27.127425602280574
21028,8 days,2021-06-28,6,2009,1,23.70844706399827,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,25.02912565852747
21029,8 days,2021-06-28,6,2010,1,19.471056071867995,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,20.791734666397193
21030,8 days,2021-06-28,6,2011,1,25.677307165738867,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,26.997985760268065
21031,8 days,2021-06-28,6,2012,1,16.016885628982536,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,17.337564223511734
21032,8 days,2021-06-28,6,2013,1,20.87477860725353,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,22.195457201782727
21033,8 days,2021-06-28,6,2014,1,26.064192119405785,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,27.384870713934983
21034,8 days,2021-06-28,6,2015,1,31.808984747886186,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,33.129663342415384
21035,8 days,2021-06-28,6,2016,1,24.412282967392336,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,25.732961561921535
21036,8 days,2021-06-28,6,2017,1,25.224280777221203,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,26.5449593717504
21037,8 days,2021-06-28,6,2018,1,21.330426028515944,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,22.651104623045143
21038,8 days,2021-06-28,6,2019,1,20.652166181300238,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,21.972844775829437
21039,8 days,2021-06-28,6,2020,1,22.57670564535407,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,23.89738423988327
21040,8 days,2021-06-28,7,2001,1,19.293475040523706,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,20.614153635052904
21041,8 days,2021-06-28,7,2002,1,15.689120354115644,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,17.009798948644843
21042,8 days,2021-06-28,7,2003,1,20.24048868302279,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,21.561167277551988
21043,8 days,2021-06-28,7,2004,1,20.103814417534004,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,21.424493012063202
21044,8 days,2021-06-28,7,2005,1,22.372479624192458,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,23.693158218721656
21045,8 days,2021-06-28,7,2006,1,20.718065100665697,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,22.038743695194896
21046,8 days,2021-06-28,7,2007,1,27.025012355032224,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,28.345690949561423
21047,8 days,2021-06-28,7,2008,1,17.951392479481378,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,19.272071074010576
21048,8 days,2021-06-28,7,2009,1,21.4295980724618,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,22.750276666991
21049,8 days,2021-06-28,7,2010,1,26.45294071130189,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,27.773619305831087
21050,8 days,2021-06-28,7,2011,1,24.13975525805726,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,25.46043385258646
21051,8 days,2021-06-28,7,2012,1,18.092085040010872,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,19.41276363454007
21052,8 days,2021-06-28,7,2013,1,25.709561725281084,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,27.030240319810282
21053,8 days,2021-06-28,7,2014,1,25.775982985691765,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,27.096661580220964
21054,8 days,2021-06-28,7,2015,1,30.431088246179222,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,31.75176684070842
21055,8 days,2021-06-28,7,2016,1,24.059710223885048,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,25.380388818414247
21056,8 days,2021-06-28,7,2017,1,22.781383118419054,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,24.102061712948252
21057,8 days,2021-06-28,7,2018,1,19.567862657080507,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,20.888541251609706
21058,8 days,2021-06-28,7,2019,1,20.0086401480878,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,21.329318742616998
21059,8 days,2021-06-28,7,2020,1,19.97258928844909,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,21.293267882978288
21060,8 days,2021-06-28,8,2001,1,26.858919095675258,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,28.179597690204456
21061,8 days,2021-06-28,8,2002,1,26.864849532042218,8,06-28,2002-06-28,2002-07-06,-1.3206785945291983,28.185528126571416
21062,8 days,2021-06-28,8,2003,1,21.008966156266325,8,06-28,2003-06-28,2003-07-06,-1.3206785945291983,22.329644750795524
21063,8 days,2021-06-28,8,2004,1,23.459200841250055,8,06-28,2004-06-28,2004-07-06,-1.3206785945291983,24.779879435779254
21064,8 days,2021-06-28,8,2005,1,20.843932503029666,8,06-28,2005-06-28,2005-07-06,-1.3206785945291983,22.164611097558865
21065,8 days,2021-06-28,8,2006,1,21.211537475616833,8,06-28,2006-06-28,2006-07-06,-1.3206785945291983,22.53221607014603
21066,8 days,2021-06-28,8,2007,1,27.34539956263541,8,06-28,2007-06-28,2007-07-06,-1.3206785945291983,28.66607815716461
21067,8 days,2021-06-28,8,2008,1,19.83686829536783,8,06-28,2008-06-28,2008-07-06,-1.3206785945291983,21.157546889897027
21068,8 days,2021-06-28,8,2009,1,27.55016657987957,8,06-28,2009-06-28,2009-07-06,-1.3206785945291983,28.870845174408768
21069,8 days,2021-06-28,8,2010,1,23.108284665057603,8,06-28,2010-06-28,2010-07-06,-1.3206785945291983,24.4289632595868
21070,8 days,2021-06-28,8,2011,1,21.362522020240863,8,06-28,2011-06-28,2011-07-06,-1.3206785945291983,22.68320061477006
21071,8 days,2021-06-28,8,2012,1,20.015383944082316,8,06-28,2012-06-28,2012-07-06,-1.3206785945291983,21.336062538611515
21072,8 days,2021-06-28,8,2013,1,28.204559172336275,8,06-28,2013-06-28,2013-07-06,-1.3206785945291983,29.525237766865473
21073,8 days,2021-06-28,8,2014,1,22.457999911820792,8,06-28,2014-06-28,2014-07-06,-1.3206785945291983,23.77867850634999
21074,8 days,2021-06-28,8,2015,1,27.83185018153583,8,06-28,2015-06-28,2015-07-06,-1.3206785945291983,29.15252877606503
21075,8 days,2021-06-28,8,2016,1,17.061834486452547,8,06-28,2016-06-28,2016-07-06,-1.3206785945291983,18.382513080981745
21076,8 days,2021-06-28,8,2017,1,21.386928405578683,8,06-28,2017-06-28,2017-07-06,-1.3206785945291983,22.70760700010788
21077,8 days,2021-06-28,8,2018,1,24.603043782609717,8,06-28,2018-06-28,2018-07-06,-1.3206785945291983,25.923722377138915
21078,8 days,2021-06-28,8,2019,1,24.04112980670515,8,06-28,2019-06-28,2019-07-06,-1.3206785945291983,25.36180840123435
21079,8 days,2021-06-28,8,2020,1,19.07862684110684,8,06-28,2020-06-28,2020-07-06,-1.3206785945291983,20.399305435636037
21080,8 days,2021-06-28,9,2001,1,22.33571614212777,8,06-28,2001-06-28,2001-07-06,-1.3206785945291983,23.656394736656967
