,time,inidate,number,hDate,experiment,t2m,days,day_month,base_date,forecast_date,bias,adjusted_t2m
3099,1 days,2021-06-14,0,2020,1,12.22454749883155,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.755243302081285
3100,1 days,2021-06-14,1,2001,1,13.009252765112103,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.539948568361838
3101,1 days,2021-06-14,1,2002,1,24.439596370120857,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,24.97029217337059
3102,1 days,2021-06-14,1,2003,1,15.683076924257024,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,16.213772727506758
3103,1 days,2021-06-14,1,2004,1,11.85128730708769,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,12.381983110337424
3104,1 days,2021-06-14,1,2005,1,12.880135345714756,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.41083114896449
3105,1 days,2021-06-14,1,2006,1,13.942693068065411,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,14.473388871315146
3106,1 days,2021-06-14,1,2007,1,15.596247322019705,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,16.12694312526944
3107,1 days,2021-06-14,1,2008,1,15.764776541592344,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,16.29547234484208
3108,1 days,2021-06-14,1,2009,1,18.839332773593263,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,19.370028576842998
3109,1 days,2021-06-14,1,2010,1,14.821970944345631,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,15.352666747595366
3110,1 days,2021-06-14,1,2011,1,12.42241666662323,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,12.953112469872964
3111,1 days,2021-06-14,1,2012,1,14.805473204726265,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.336169007976
3112,1 days,2021-06-14,1,2013,1,18.260481558041306,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.79117736129104
3113,1 days,2021-06-14,1,2014,1,13.773132859760594,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.303828663010329
3114,1 days,2021-06-14,1,2015,1,22.110158925709147,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,22.64085472895888
3115,1 days,2021-06-14,1,2016,1,10.692934028348375,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,11.22362983159811
3116,1 days,2021-06-14,1,2017,1,13.462528785123078,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,13.993224588372813
3117,1 days,2021-06-14,1,2018,1,15.221616351238097,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.752312154487832
3118,1 days,2021-06-14,1,2019,1,20.45753582545151,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,20.988231628701246
3119,1 days,2021-06-14,1,2020,1,12.061455416089485,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.59215121933922
3120,1 days,2021-06-14,2,2001,1,13.299843754937305,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.83053955818704
3121,1 days,2021-06-14,2,2002,1,23.619019574820737,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,24.14971537807047
3122,1 days,2021-06-14,2,2003,1,15.778500019167023,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,16.309195822416758
3123,1 days,2021-06-14,2,2004,1,13.800833242307805,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,14.33152904555754
3124,1 days,2021-06-14,2,2005,1,12.806643320241745,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.33733912349148
3125,1 days,2021-06-14,2,2006,1,14.1819150923075,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,14.712610895557235
3126,1 days,2021-06-14,2,2007,1,16.6663310701248,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,17.197026873374536
3127,1 days,2021-06-14,2,2008,1,16.57025712757941,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,17.100952930829145
3128,1 days,2021-06-14,2,2009,1,20.546246934127446,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,21.07694273737718
3129,1 days,2021-06-14,2,2010,1,13.386629199370455,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,13.91732500262019
3130,1 days,2021-06-14,2,2011,1,13.749364441689174,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.280060244938909
3131,1 days,2021-06-14,2,2012,1,14.568700978663431,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.099396781913166
3132,1 days,2021-06-14,2,2013,1,17.833419914471946,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.36411571772168
3133,1 days,2021-06-14,2,2014,1,14.107376718866076,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.638072522115811
3134,1 days,2021-06-14,2,2015,1,21.2802878725832,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,21.810983675832937
3135,1 days,2021-06-14,2,2016,1,10.153579088770993,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.684274892020728
3136,1 days,2021-06-14,2,2017,1,14.089748155479018,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,14.620443958728753
3137,1 days,2021-06-14,2,2018,1,15.117315617785115,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.64801142103485
3138,1 days,2021-06-14,2,2019,1,21.682550109348963,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,22.213245912598698
3139,1 days,2021-06-14,2,2020,1,12.024437736862097,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.555133540111832
3140,1 days,2021-06-14,3,2001,1,12.74342278399992,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.274118587249655
3141,1 days,2021-06-14,3,2002,1,24.475834568109388,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,25.006530371359123
3142,1 days,2021-06-14,3,2003,1,13.50596662509609,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,14.036662428345824
3143,1 days,2021-06-14,3,2004,1,12.75114080020728,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,13.281836603457014
3144,1 days,2021-06-14,3,2005,1,12.357710124275805,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,12.88840592752554
3145,1 days,2021-06-14,3,2006,1,14.628523283888585,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,15.15921908713832
3146,1 days,2021-06-14,3,2007,1,16.72348854786343,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,17.254184351113164
3147,1 days,2021-06-14,3,2008,1,14.618605057090765,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,15.1493008603405
3148,1 days,2021-06-14,3,2009,1,19.124939691260675,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,19.65563549451041
3149,1 days,2021-06-14,3,2010,1,13.818991699344917,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,14.349687502594652
3150,1 days,2021-06-14,3,2011,1,12.820366797816423,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,13.351062601066157
3151,1 days,2021-06-14,3,2012,1,14.926281277321264,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.456977080570999
3152,1 days,2021-06-14,3,2013,1,17.62791717347609,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.158612976725824
3153,1 days,2021-06-14,3,2014,1,13.399112418619271,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,13.929808221869006
3154,1 days,2021-06-14,3,2015,1,21.234096889515325,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,21.76479269276506
3155,1 days,2021-06-14,3,2016,1,10.324502429291536,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.855198232541271
3156,1 days,2021-06-14,3,2017,1,12.933426135731592,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,13.464121938981327
3157,1 days,2021-06-14,3,2018,1,15.038444019821297,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.569139823071032
3158,1 days,2021-06-14,3,2019,1,21.373188212941837,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,21.903884016191572
3159,1 days,2021-06-14,3,2020,1,12.314915452320076,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.84561125556981
3160,1 days,2021-06-14,4,2001,1,12.760671206290198,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.291367009539933
3161,1 days,2021-06-14,4,2002,1,24.205200985865158,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,24.735896789114893
3162,1 days,2021-06-14,4,2003,1,15.172399598632216,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,15.703095401881951
3163,1 days,2021-06-14,4,2004,1,13.34850373522972,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,13.879199538479455
3164,1 days,2021-06-14,4,2005,1,13.684938205403014,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,14.21563400865275
3165,1 days,2021-06-14,4,2006,1,14.827471470821768,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,15.358167274071503
3166,1 days,2021-06-14,4,2007,1,16.12840069970808,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,16.659096502957816
3167,1 days,2021-06-14,4,2008,1,16.517778457178423,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,17.048474260428158
3168,1 days,2021-06-14,4,2009,1,19.068145075478064,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,19.5988408787278
3169,1 days,2021-06-14,4,2010,1,13.931910884229458,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,14.462606687479193
3170,1 days,2021-06-14,4,2011,1,13.969214629231697,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.499910432481432
3171,1 days,2021-06-14,4,2012,1,15.463472484494245,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.99416828774398
3172,1 days,2021-06-14,4,2013,1,18.07530100648697,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.605996809736705
3173,1 days,2021-06-14,4,2014,1,14.20177266485295,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.732468468102685
3174,1 days,2021-06-14,4,2015,1,21.32282335742749,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,21.853519160677227
3175,1 days,2021-06-14,4,2016,1,9.491054594027704,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.021750397277438
3176,1 days,2021-06-14,4,2017,1,13.665143989707026,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,14.195839792956761
3177,1 days,2021-06-14,4,2018,1,15.329230839908478,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.859926643158213
3178,1 days,2021-06-14,4,2019,1,21.330777521891942,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,21.861473325141677
3179,1 days,2021-06-14,4,2020,1,12.375841702649511,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.906537505899246
3180,1 days,2021-06-14,5,2001,1,12.472528094739719,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.003223897989454
3181,1 days,2021-06-14,5,2002,1,23.847824197087423,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,24.378520000337158
3182,1 days,2021-06-14,5,2003,1,15.428359350559816,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,15.959055153809551
3183,1 days,2021-06-14,5,2004,1,12.487134728397825,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,13.01783053164756
3184,1 days,2021-06-14,5,2005,1,12.637278942198904,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.167974745448639
3185,1 days,2021-06-14,5,2006,1,12.872296375522058,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,13.402992178771793
3186,1 days,2021-06-14,5,2007,1,15.491040393628936,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,16.02173619687867
3187,1 days,2021-06-14,5,2008,1,16.760273918642785,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,17.29096972189252
3188,1 days,2021-06-14,5,2009,1,19.667224405149604,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,20.19792020839934
3189,1 days,2021-06-14,5,2010,1,14.202943806615762,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,14.733639609865497
3190,1 days,2021-06-14,5,2011,1,14.31643128324094,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.847127086490675
3191,1 days,2021-06-14,5,2012,1,14.64579666493774,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.176492468187474
3192,1 days,2021-06-14,5,2013,1,18.580491244967344,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,19.11118704821708
3193,1 days,2021-06-14,5,2014,1,13.848437275109166,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.379133078358901
3194,1 days,2021-06-14,5,2015,1,21.87777176159099,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,22.408467564840723
3195,1 days,2021-06-14,5,2016,1,10.007270844219244,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.537966647468979
3196,1 days,2021-06-14,5,2017,1,13.134413261274783,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,13.665109064524518
3197,1 days,2021-06-14,5,2018,1,15.21652092461762,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.747216727867356
3198,1 days,2021-06-14,5,2019,1,19.94501347157414,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,20.475709274823874
3199,1 days,2021-06-14,5,2020,1,12.862138160658093,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,13.392833963907828
3200,1 days,2021-06-14,6,2001,1,11.851218190524635,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,12.38191399377437
3201,1 days,2021-06-14,6,2002,1,24.86094053800228,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,25.391636341252013
3202,1 days,2021-06-14,6,2003,1,16.038003914855516,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,16.56869971810525
3203,1 days,2021-06-14,6,2004,1,13.674697434644294,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,14.205393237894029
3204,1 days,2021-06-14,6,2005,1,13.452483844626334,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.983179647876069
3205,1 days,2021-06-14,6,2006,1,14.229190821434369,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,14.759886624684103
3206,1 days,2021-06-14,6,2007,1,14.590741482658576,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,15.12143728590831
3207,1 days,2021-06-14,6,2008,1,16.03268577930965,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,16.563381582559384
3208,1 days,2021-06-14,6,2009,1,19.78225932482532,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,20.312955128075053
3209,1 days,2021-06-14,6,2010,1,13.465591032847142,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,13.996286836096877
3210,1 days,2021-06-14,6,2011,1,13.508220593013364,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.0389163962631
3211,1 days,2021-06-14,6,2012,1,14.854916506066596,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.38561230931633
3212,1 days,2021-06-14,6,2013,1,18.32360609905667,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.854301902306403
3213,1 days,2021-06-14,6,2014,1,14.238327647088806,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.76902345033854
3214,1 days,2021-06-14,6,2015,1,21.853713437935657,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,22.38440924118539
3215,1 days,2021-06-14,6,2016,1,10.351909066445781,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.882604869695516
3216,1 days,2021-06-14,6,2017,1,14.529342935814956,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,15.06003873906469
3217,1 days,2021-06-14,6,2018,1,14.935468020493456,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.46616382374319
3218,1 days,2021-06-14,6,2019,1,22.297933268282424,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,22.82862907153216
3219,1 days,2021-06-14,6,2020,1,11.318262292743059,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,11.848958095992794
3220,1 days,2021-06-14,7,2001,1,11.993582951173423,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,12.524278754423158
3221,1 days,2021-06-14,7,2002,1,25.127724711665472,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,25.658420514915207
3222,1 days,2021-06-14,7,2003,1,15.783030993855922,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,16.31372679710566
3223,1 days,2021-06-14,7,2004,1,13.775584577844375,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,14.30628038109411
3224,1 days,2021-06-14,7,2005,1,12.96867942269665,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.499375225946386
3225,1 days,2021-06-14,7,2006,1,13.861315994691,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,14.392011797940734
3226,1 days,2021-06-14,7,2007,1,16.158220656855516,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,16.68891646010525
3227,1 days,2021-06-14,7,2008,1,16.224063782684226,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,16.75475958593396
3228,1 days,2021-06-14,7,2009,1,19.333333808477498,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,19.864029611727233
3229,1 days,2021-06-14,7,2010,1,12.99216177499322,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,13.522857578242954
3230,1 days,2021-06-14,7,2011,1,13.046863694839013,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,13.577559498088748
3231,1 days,2021-06-14,7,2012,1,14.56900432357904,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.099700126828775
3232,1 days,2021-06-14,7,2013,1,18.394206748308715,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.92490255155845
3233,1 days,2021-06-14,7,2014,1,13.749677386127432,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.280373189377167
3234,1 days,2021-06-14,7,2015,1,21.48540471276869,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,22.016100516018426
3235,1 days,2021-06-14,7,2016,1,10.12195826117517,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.652654064424905
3236,1 days,2021-06-14,7,2017,1,13.649611962065846,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,14.18030776531558
3237,1 days,2021-06-14,7,2018,1,14.886617969652644,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.417313772902379
3238,1 days,2021-06-14,7,2019,1,21.300884608372392,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,21.831580411622127
3239,1 days,2021-06-14,7,2020,1,12.03874102560459,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.569436828854325
3240,1 days,2021-06-14,8,2001,1,13.259758068272266,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.790453871522
3241,1 days,2021-06-14,8,2002,1,24.644686331642937,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,25.175382134892672
3242,1 days,2021-06-14,8,2003,1,16.22817429828123,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,16.758870101530963
3243,1 days,2021-06-14,8,2004,1,12.618364042777285,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,13.14905984602702
3244,1 days,2021-06-14,8,2005,1,12.73274619491307,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.263441998162804
3245,1 days,2021-06-14,8,2006,1,13.862690646333904,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,14.39338644958364
3246,1 days,2021-06-14,8,2007,1,16.132486256546205,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,16.66318205979594
3247,1 days,2021-06-14,8,2008,1,16.308435907124178,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,16.839131710373913
3248,1 days,2021-06-14,8,2009,1,19.91140746269513,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,20.442103265944866
3249,1 days,2021-06-14,8,2010,1,13.23116493011898,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,13.761860733368716
3250,1 days,2021-06-14,8,2011,1,13.664685132524548,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.195380935774283
3251,1 days,2021-06-14,8,2012,1,15.007750506113076,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,15.538446309362811
3252,1 days,2021-06-14,8,2013,1,18.07964959024559,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.610345393495326
3253,1 days,2021-06-14,8,2014,1,13.848178087997727,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.378873891247462
3254,1 days,2021-06-14,8,2015,1,21.459612715323498,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,21.990308518573233
3255,1 days,2021-06-14,8,2016,1,10.052505714831582,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.583201518081317
3256,1 days,2021-06-14,8,2017,1,13.393636850902013,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,13.924332654151748
3257,1 days,2021-06-14,8,2018,1,14.992055286586917,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.522751089836651
3258,1 days,2021-06-14,8,2019,1,20.99036692943869,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,21.521062732688424
3259,1 days,2021-06-14,8,2020,1,10.468908048454855,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,10.99960385170459
3260,1 days,2021-06-14,9,2001,1,12.83532477400337,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,13.366020577253105
3261,1 days,2021-06-14,9,2002,1,24.291431577889377,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,24.82212738113911
3262,1 days,2021-06-14,9,2003,1,15.992008762049615,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,16.52270456529935
3263,1 days,2021-06-14,9,2004,1,13.38592651431277,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,13.916622317562505
3264,1 days,2021-06-14,9,2005,1,12.195370676905288,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,12.726066480155023
3265,1 days,2021-06-14,9,2006,1,13.547866621541216,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,14.07856242479095
3266,1 days,2021-06-14,9,2007,1,15.437436659173844,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,15.96813246242358
3267,1 days,2021-06-14,9,2008,1,16.488983729049572,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,17.019679532299307
3268,1 days,2021-06-14,9,2009,1,19.635933801132804,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,20.16662960438254
3269,1 days,2021-06-14,9,2010,1,13.321085578648304,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,13.85178138189804
3270,1 days,2021-06-14,9,2011,1,14.042374511221157,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.573070314470892
3271,1 days,2021-06-14,9,2012,1,14.019692759113262,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,14.550388562362997
3272,1 days,2021-06-14,9,2013,1,18.00889534863121,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.539591151880945
3273,1 days,2021-06-14,9,2014,1,14.059661331602019,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,14.590357134851754
3274,1 days,2021-06-14,9,2015,1,22.47170574712429,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,23.002401550374024
3275,1 days,2021-06-14,9,2016,1,9.192995175583944,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,9.723690978833678
3276,1 days,2021-06-14,9,2017,1,13.850368699065537,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,14.381064502315272
3277,1 days,2021-06-14,9,2018,1,14.433405306491139,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,14.964101109740874
3278,1 days,2021-06-14,9,2019,1,21.741001602740273,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,22.271697405990007
3279,1 days,2021-06-14,9,2020,1,12.453465362669352,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.984161165919087
3280,1 days,2021-06-14,10,2001,1,12.23901778647198,1,06-14,2001-06-14,2001-06-15,-0.5306958032497349,12.769713589721714
3281,1 days,2021-06-14,10,2002,1,24.98833196322788,1,06-14,2002-06-14,2002-06-15,-0.5306958032497349,25.519027766477613
3282,1 days,2021-06-14,10,2003,1,15.307096260591402,1,06-14,2003-06-14,2003-06-15,-0.5306958032497349,15.837792063841137
3283,1 days,2021-06-14,10,2004,1,12.420563958752556,1,06-14,2004-06-14,2004-06-15,-0.5306958032497349,12.951259762002291
3284,1 days,2021-06-14,10,2005,1,13.165041498229012,1,06-14,2005-06-14,2005-06-15,-0.5306958032497349,13.695737301478747
3285,1 days,2021-06-14,10,2006,1,15.245772590024417,1,06-14,2006-06-14,2006-06-15,-0.5306958032497349,15.776468393274152
3286,1 days,2021-06-14,10,2007,1,15.543676496201316,1,06-14,2007-06-14,2007-06-15,-0.5306958032497349,16.07437229945105
3287,1 days,2021-06-14,10,2008,1,17.07044601476123,1,06-14,2008-06-14,2008-06-15,-0.5306958032497349,17.601141818010966
3288,1 days,2021-06-14,10,2009,1,19.006272312215728,1,06-14,2009-06-14,2009-06-15,-0.5306958032497349,19.536968115465463
3289,1 days,2021-06-14,10,2010,1,13.975218170694486,1,06-14,2010-06-14,2010-06-15,-0.5306958032497349,14.50591397394422
3290,1 days,2021-06-14,10,2011,1,13.474155726951874,1,06-14,2011-06-14,2011-06-15,-0.5306958032497349,14.00485153020161
3291,1 days,2021-06-14,10,2012,1,13.998710122513703,1,06-14,2012-06-14,2012-06-15,-0.5306958032497349,14.529405925763438
3292,1 days,2021-06-14,10,2013,1,18.016348418013536,1,06-14,2013-06-14,2013-06-15,-0.5306958032497349,18.54704422126327
3293,1 days,2021-06-14,10,2014,1,12.858152438855486,1,06-14,2014-06-14,2014-06-15,-0.5306958032497349,13.38884824210522
3294,1 days,2021-06-14,10,2015,1,21.022074152738327,1,06-14,2015-06-14,2015-06-15,-0.5306958032497349,21.55276995598806
3295,1 days,2021-06-14,10,2016,1,9.632530438879476,1,06-14,2016-06-14,2016-06-15,-0.5306958032497349,10.16322624212921
3296,1 days,2021-06-14,10,2017,1,13.46613628573343,1,06-14,2017-06-14,2017-06-15,-0.5306958032497349,13.996832088983165
3297,1 days,2021-06-14,10,2018,1,14.698901224215241,1,06-14,2018-06-14,2018-06-15,-0.5306958032497349,15.229597027464976
3298,1 days,2021-06-14,10,2019,1,21.77389532703895,1,06-14,2019-06-14,2019-06-15,-0.5306958032497349,22.304591130288685
3299,1 days,2021-06-14,10,2020,1,11.637728646687336,1,06-14,2020-06-14,2020-06-15,-0.5306958032497349,12.16842444993707
3300,1 days,2021-06-17,0,2001,1,14.431927121019477,1,06-17,2001-06-17,2001-06-18,-0.3077877702465166,14.739714891265994
3301,1 days,2021-06-17,0,2002,1,13.712404878381257,1,06-17,2002-06-17,2002-06-18,-0.3077877702465166,14.020192648627773
3302,1 days,2021-06-17,0,2003,1,26.24644431077451,1,06-17,2003-06-17,2003-06-18,-0.3077877702465166,26.554232081021027
3303,1 days,2021-06-17,0,2004,1,22.06795264701518,1,06-17,2004-06-17,2004-06-18,-0.3077877702465166,22.375740417261696
3304,1 days,2021-06-17,0,2005,1,13.97519161326701,1,06-17,2005-06-17,2005-06-18,-0.3077877702465166,14.282979383513526
3305,1 days,2021-06-17,0,2006,1,15.677803297177118,1,06-17,2006-06-17,2006-06-18,-0.3077877702465166,15.985591067423634
3306,1 days,2021-06-17,0,2007,1,13.890777925636328,1,06-17,2007-06-17,2007-06-18,-0.3077877702465166,14.198565695882845
